단어명	영문약어명
납세자기본주소	TXPR_BSC_ADDR
납세자상세주소	TXPR_DADDR
납세자식별번호	TXPR_IDNTF_NO
납세자우편번호	TXPR_ZIP
납세자전화번호	TXPR_TELNO
납세자화주상호	TXPR_SHPPR_CONM
납세자화주주소	TXPR_SHPPR_ADDR
내부파일아이디	INSD_FILE_ID
내성종개체비율	TRSPCS_INDV_RT
노트북비고내용	NTBK_RMRK_CN
논리산정식내용	LGC_CCTFM_CN
농업저수지코드	FARM_RSRVR_CD
농업지역변화량	FARM_RGN_CHQTY
누리집개방여부	HMPG_OPN_YN
누리집게시여부	HMPG_PSTG_YN
누리집공개여부	HMPG_RLS_YN
누리집코드설명	HMPG_CD_EXPLN
누적인증배출량	ACML_CERT_EHQTY
뉴트리아발견수	NTR_DSCV_CNT
닉네임일련번호	NICK_SN
다량배달처여부	BULK_DLDTN_YN
다운로드제한수	DWNLD_LMT_CNT
다운로드파일명	DWNLD_FILE_NM
단답형배점점수	SRQT_SCOR_SCR
단독세대주여부	SNGL_HSHLDR_YN
단말기일련번호	TRMNL_SN
단위과제아이디	UNIT_ASMT_ID
단위과제카드명	UNIT_ASMT_CARD_NM
담당기관아이디	TKCG_INST_ID
담당부서아이디	TKCG_DEPT_ID
담당자관리번호	PIC_MNG_NO
담당자기관코드	PIC_INST_CD
담당자메모내용	PIC_MEMO_CN
담당자변경사유	PIC_CHG_RSN
담당자변경여부	PIC_CHG_YN
담당자변경일시	PIC_CHG_DT
담당자부서코드	PIC_DEPT_CD
담당자비고내용	PIC_RMRK_CN
담당자비밀번호	PIC_PSWD
담당자상세주소	PIC_DADDR
담당자생년월일	PIC_BRDT
담당자승인여부	PIC_APRV_YN
담당자승인일자	PIC_APRV_YMD
담당자업무내용	PIC_TASK_CN
담당자우편번호	PIC_ZIP
담당자의견내용	PIC_OPNN_CN
담당자일련번호	PIC_SN
담당자전화번호	PIC_TELNO
담당자지정여부	PIC_DSGN_YN
담당자지정일시	PIC_DSGN_DT
담당자지정일자	PIC_DSGN_YMD
담당자팩스번호	PIC_FXNO
담당자표시여부	PIC_INDCT_YN
담당자확인여부	PIC_IDNTY_YN
담당자확인일시	PIC_IDNTY_DT
담당자확인일자	PIC_IDNTY_YMD
담수어류발견수	FWF_DSCV_CNT
담수조류개체수	ALG_INDV_CNT
담수조류검사수	ALG_INSP_CNT
담수조류군코드	ALG_GROUP_CD
답변글사용여부	ANS_WRTT_USE_YN
답변서제출일자	ANSDOC_SBMSN_YMD
답변자부서코드	ANSWR_DEPT_CD
답변자전화번호	ANSWR_TELNO
답변자팩스번호	ANSWR_FXNO
당년누적강우량	TYY_ACML_AMRF
당좌예금은행명	CKACNT_BANK_NM
당직변경항목명	ONDT_CHG_ARTCL_NM
당직보고기관명	ONDT_RPT_INST_NM
당직부담당자명	ONDT_SUB_PIC_NM
당직부책임자명	ONDT_SUB_RBPRSN_NM
당직자비고내용	DTPR_RMRK_CN
당직점검장비명	ONDT_CHCK_EQPMNT_NM
당직주담당자명	ONDT_MPIC_NM
당첨자발표일자	PZWNR_PRSNTN_YMD
당첨자부서코드	PZWNR_DEPT_CD
당해연도보고량	TYY_YR_RPT_QNT
대권역대표여부	LSIRB_RPRS_YN
대기배출물질수	ATEMS_SBSTN_CNT
대기오염물질명	ARPLTS_NM
대기질전망내용	ARQLT_PRSPT_CN
대리인상세주소	AGT_DADDR
대리인생년월일	AGT_BRDT
대리인우편번호	AGT_ZIP
대리인전화번호	AGT_TELNO
대리인팩스번호	AGT_FXNO
대상자상세주소	TRPR_DADDR
대상자생년월일	TRPR_BRDT
대상자우편번호	TRPR_ZIP
대상자의견내용	TRPR_OPNN_CN
대상자전화번호	TRPR_TELNO
대상폐기물내용	TRGT_WST_CN
대시보드선번호	DSHBD_LINE_NO
대시보드아이디	DSHBD_ID
대시보드자료수	DSHBD_DATA_CNT
대여사용자여부	RNTL_USER_YN
대응기관아이디	CRSP_INST_ID
대체텍스트내용	SBST_TXT_CN
대표계정과목명	RPRS_ACNTL_NM
대표담당자여부	RPRS_PIC_YN
대표썸네일번호	RPRS_THMB_NO
대표이미지여부	RPRS_IMG_YN
대표자변경여부	RPRSV_CHG_YN
대표자산아이디	RPRS_AST_ID
대표자상세주소	RPRSV_DADDR
대표자생년월일	RPRSV_BRDT
대표자우편번호	RPRSV_ZIP
대표자일련번호	RPRSV_SN
대표자전화번호	RPRSV_TELNO
대표자팩스번호	RPRSV_FXNO
대표활동변수명	RPRS_ACTV_VRBL_NM
대행계약기간명	PRXY_CTRT_PRD_NM
댐관측소영문명	DM_OBSVTR_ENG_NM
댐유역면적비율	DM_DRAR_RT
댐차수구조내용	DM_CYCL_STRC_CN
댐차수벽구조명	DM_SDMBN_STRC_NM
댐차수벽재료명	DM_SDMBN_MATRL_NM
댐차수재료내용	DM_CYCL_MATRL_CN
댓글단어제한수	CMNT_WORD_LMT_CNT
데이터베이스명	DB_NM
도로명우편번호	ROAD_NM_ZIP
도로명주소여부	ROAD_NM_ADDR_YN
도움말일련번호	HLP_SN
도전양식업소수	CCRF_BIZEST_CNT
독성물질아이디	TOXC_SBSTN_ID
동기화시작일시	SYNC_BGNG_DT
동기화종료일시	SYNC_END_DT
동영상메모내용	VDO_MEMO_CN
동영상일련번호	VDO_SN
동영상자막내용	VDO_CPTN_CN
동영상자막설명	VDO_CPTN_EXPLN
동영상장비설명	VDO_EQPMNT_EXPLN
동영상확장자명	VDO_EXTN_NM
동영상회의여부	VDO_MTG_YN
동의서징구여부	WTCS_CLRQ_YN
동의어일련번호	SYNM_SN
드렛지조사횟수	DRDG_EXMN_NMTM
등급상세코드명	GRD_DTL_CD_NM
등록사용자번호	REG_USER_NO
등록일시라벨명	REG_DT_LBL_NM
등록자기관코드	RGTR_INST_CD
등록자부서코드	RGTR_DEPT_CD
등록자비밀번호	RGTR_PSWD
등록자일련번호	RGTR_SN
등록자전화번호	RGTR_TELNO
등록자직급순위	RGTR_JBGD_RNK
등록자직급코드	RGTR_JBGD_CD
등록자직위코드	RGTR_JBPS_CD
등록타임스탬프	REG_TMST
등록회원아이디	REG_MBR_ID
디렉토리경로명	DIR_PATH_NM
디지털식별번호	DGTL_IDNTF_NO
디지털홍보내용	DGTL_PBRL_CN
레이아웃아이디	LYOT_ID
레코드일련번호	RCRD_SN
레포트반려사유	RPTD_RJCT_RSN
레포트반려일시	RPTD_RJCT_DT
레포트사용자명	RPTD_USER_NM
레포트생성일시	RPTD_CRT_DT
레포트제공주소	RPTD_PVSN_ADDR
로그인사용자명	LGN_USER_NM
로그인성공여부	LGN_SCS_YN
로그인성공일시	LGN_SCS_DT
로그인시도일시	LGN_CTPV_DT
로그인실패건수	LGN_FAIL_NOCS
로그인실패사유	LGN_FAIL_RSN
로그인실패일시	LGN_FAIL_DT
로그인실패일자	LGN_FAIL_YMD
로그인실패횟수	LGN_FAIL_NMTM
로그인오류횟수	LGN_ERR_NMTM
로그인일련번호	LGN_SN
로그인잠금여부	LGN_LCK_YN
로그인정보내용	LGN_INFO_CN
로그인홍보제목	LGN_PBRL_TTL
루트게시글번호	ROOT_PSTAT_NO
마스터코드설명	MST_CD_EXPLN
마일리지아이디	MLG_ID
마일리지총점수	MLG_TOT_SCR
만족도메모내용	DGSTFN_MEMO_CN
만족도조사번호	DGSTFN_EXMN_NO
만족도조사설명	DGSTFN_EXMN_EXPLN
만족도조사여부	DGSTFN_EXMN_YN
만족도최대점수	DGSTFN_MAX_SCR
만족도표시여부	DGSTFN_INDCT_YN
망장비구분코드	NW_EQPMNT_SE_CD
매개변수그룹명	PARM_GROUP_NM
매개변수아이디	PARM_ID
매개변수추가명	PARM_ADD_NM
매개변수화면명	PARM_SCRN_NM
매립지토지면적	RCMLND_LDAR
매수자상세주소	BYR_DADDR
매수자우편번호	BYR_ZIP
매출금액증가율	SLS_AMT_GRWRT
매출채권회전율	SLS_BND_RTTRT
매핑생성아이디	MPNG_CRT_ID
매핑파일경로명	MPNG_FILE_PATH_NM
메뉴가이드설명	MENU_GUIDE_EXPLN
메뉴그룹아이디	MENU_GROUP_ID
메뉴담당자번호	MENU_PIC_NO
메뉴담당자주소	MENU_PIC_ADDR
메뉴콘텐츠내용	MENU_CONTS_CN
메뉴통계아이디	MENU_STATS_ID
메시지고유번호	MSG_UNQ_NO
메시지구분코드	MSG_SE_CD
메시지발송여부	MSG_SNDNG_YN
메시지분류설명	MSG_CLSF_EXPLN
메시지분류코드	MSG_CLSF_CD
메시지상세내용	MSG_DTL_CN
메시지유형코드	MSG_TYPE_CD
메시지일련번호	MSG_SN
메시지전송연월	MSG_TRSM_YM
메시지전송일시	MSG_TRSM_DT
메시지키아이디	MSG_KEY_ID
메인쪽사용여부	MAIN_PAGE_USE_YN
메인테이블여부	MAIN_TBL_YN
메타속성아이디	META_ATRB_ID
메타속성영문명	META_ATRB_ENG_NM
멧돼지피해비율	BR_DAM_RT
면담자정보내용	ITVWR_INFO_CN
멸종위기종여부	EGSPCS_YN
명세서검증여부	SPCFCD_VRFC_YN
명세서메탄계수	SPCFCD_METHN_CFC
명세서산소계수	SPCFCD_OXYG_CFC
명세서이행연도	SPCFCD_IMPLT_YR
명세서제출일시	SPCFCD_SBMSN_DT
명품마을아이디	MPVLLG_ID
모델구동폴더명	MDL_DVS_FLDR_NM
모델링시작일시	MDLN_BGNG_DT
모델링종료일시	MDLN_END_DT
모바일사용여부	MOBL_USE_YN
목적지상세주소	DESTN_DADDR
목적지우편번호	DESTN_ZIP
목표미달성사유	GOAL_NCHV_RSN
목표상한단위명	GOAL_UPLMT_UNIT_NM
목표하한단위명	GOAL_LLMT_UNIT_NM
무기물질항목명	NRGNC_ARTCL_NM
무상재할당수량	FREE_RSGN_QTY
무선기기모델명	WRLS_ISTR_MDL_NM
무응답허용여부	NRPLY_PRM_YN
문서공개위치명	DOC_RLS_PSTN_NM
문의처전화번호	INQPL_TELNO
문자메시지내용	LTR_MSG_CN
문항파일경로명	QITEM_FILE_PATH_NM
물건소재지주소	THING_LCTN_ADDR
물리적시설용량	PHYS_FCLT_CPCT
물질그룹아이디	SBSTN_GROUP_ID
물질그룹영문명	SBSTN_GROUP_ENG_NM
물질그룹한글명	SBSTN_GROUP_KORN_NM
물질파일경로명	SBSTN_FILE_PATH_NM
물참새피발견수	PMDT_DSCV_CNT
미등록시설여부	UNREG_FCLT_YN
미디어등록번호	MDIA_REG_NO
미리보기자료명	PRVW_DATA_NM
미생물일련번호	MCROG_SN
미소입지구분명	MCRST_SE_NM
미확정선별일시	UDTM_SLCF_DT
미확정표기여부	UDTM_MARK_YN
미확정표출여부	UDTM_EXPRS_YN
미활용실적여부	UNUTL_PRFMNC_YN
민감종개체비율	STSPCS_INDV_RT
민원서식수수료	CVLCPT_TMPLT_FEE
민원서식약칭명	CVLCPT_TMPLT_DMNTV_NM
민원인상세주소	CVLPR_DADDR
민원인우편번호	CVLPR_ZIP
민원인전화번호	CVLPR_TELNO
민원첨부파일명	CVLCPT_ATCH_FILE_NM
바이오매스여부	BMSS_YN
바코드배치번호	BARCD_BTCH_NO
바코드출력여부	BARCD_OTPT_YN
반출입관리여부	CRRYIO_MNG_YN
발급자반려사유	ISPR_RJCT_RSN
발급자전화번호	ISPR_TELNO
발송이메일주소	SNDNG_EML_ADDR
발송자우편번호	SNDR_ZIP
발송자전화번호	SNDR_TELNO
발신자전화번호	SNDPTY_TELNO
발신자팩스번호	SNDPTY_FXNO
발열량단위내용	CLRVAL_UNIT_CN
발열량비고내용	CLRVAL_RMRK_CN
발열량일련번호	CLRVAL_SN
발전방류가능량	ETGT_DSCHG_PSBLTY_QNT
발전정보방류량	ETGT_INFO_OTFL
발전최대사용량	ETGT_MAX_USQTY
발행승인시분초	PBLCN_APRV_HMS
발행자전화번호	ISR_TELNO
발행재승인일자	PBLCN_REAPR_YMD
발행제출시분초	PBLCN_SBMSN_HMS
발행주관부서명	PBLCN_SPRVSN_DEPT_NM
발행콘텐츠번호	PBLCN_CONTS_NO
발효국문일내용	EFCTN_KRN_DAY_CN
방류구관리번호	DWOT_MNG_NO
방류구사용여부	DWOT_USE_YN
방류대장균군수	DSCHG_CLFG_CNT
방문수변경일시	VST_CNT_CHG_DT
방문자일련번호	VSTR_SN
방문자전화번호	VSTR_TELNO
방법론검토차수	MHDLG_RVW_CYCL
방법론고유번호	MHDLG_UNQ_NO
방법론문서번호	MHDLG_DOC_NO
방법론심의차수	MHDLG_DLBR_CYCL
방법론요청차수	MHDLG_DMND_CYCL
방법론일련번호	MHDLG_SN
방사능유형코드	RDACT_TYPE_CD
방사능일련번호	RDACT_SN
방수로일련번호	SPWY_SN
방재물질품목량	PVOD_SBSTN_ITEM_QNT
방재업체시도명	PVOD_BZENTY_CTPV_NM
방재업체아이디	PVOD_BZENTY_ID
방재업체유형명	PVOD_BZENTY_TYPE_NM
방재재원구분명	PVOD_FNRS_SE_NM
방재재원품목량	PVOD_FNRS_ITEM_QNT
방제기관부서명	INPS_INST_DEPT_NM
배너이미지설명	BNR_IMG_EXPLN
배너파일경로명	BNR_FILE_PATH_NM
배당금수령일자	DVDND_RCV_YMD
배송지상세주소	DLVRPL_DADDR
배송지우편번호	DLVRPL_ZIP
배양체계대일자	EBDY_SCDNG_YMD
배우자공제여부	SPS_DDC_YN
배우자생년월일	SPS_BRDT
배차미신청여부	CRAL_UNAPL_YN
배출계수분류명	EMSN_CFC_CLSF_NM
배출권가능수량	EMCRD_PSBLTY_QTY
배출권상환비율	EMCRD_RPMT_RT
배출권상환수량	EMCRD_RPMT_QTY
배출권이월수량	EMCRD_CRFW_QTY
배출권일련번호	EMCRD_SN
배출권차입수량	EMCRD_BRW_QTY
배출권처리수량	EMCRD_PRCS_QTY
배출권총제출량	EMCRD_TOT_SBMSN_QNT
배출량수정여부	EHQTY_MDFCN_YN
배출량인증여부	EHQTY_CERT_YN
배출량작성여부	EHQTY_WRT_YN
배출량증가비중	EHQTY_INCRS_SPGR
배출시설코드명	EMSN_FCLT_CD_NM
배출허용기준명	EQS_NM
배출활동분류량	EMSN_ACTV_CLSF_QNT
배출활동코드명	EMSN_ACTV_CD_NM
배치프로그램명	BTCH_PRGRM_NM
번역문제출일시	TRNSN_SBMSN_DT
번호판영치여부	NOPLT_CSDY_YN
법령구분코드명	STT_SE_CD_NM
법령분야코드명	STT_FLD_CD_NM
법안진행단계명	BIL_PRGRS_STP_NM
법인담당부서명	CORP_TKCG_DEPT_NM
법인상시직원수	CORP_ODTM_EMP_CNT
법인에너지비용	CORP_ENGY_CST
법인연간생산량	CORP_ANL_OUTTRN
법인이메일주소	CORP_EML_ADDR
법적규제유형명	LGL_RGL_TYPE_NM
법적용시작일자	LAW_APLCN_BGNG_YMD
법적용종료일자	LAW_APLCN_END_YMD
법정동레벨번호	STDG_LVL_NO
법정동상세주소	STDG_DADDR
법정동시도코드	STDG_CTPV_CD
법정민원서식명	STTY_CVLCPT_TMPLT_NM
법정보호종내용	LPRSP_CN
법정보호종여부	LPRSP_YN
법주무부서코드	LAW_ICHG_DEPT_CD
벤치마크계수명	BCHM_CFC_NM
벤치마크단위명	BCHM_UNIT_NM
변경이전개체수	CHG_BFR_INDV_CNT
변경이전기관명	CHG_BFR_INST_NM
변경이전법인명	CHG_BFR_CORP_NM
변경이전보유량	CHG_BFR_HLD_QNT
변경이전시설명	CHG_BFR_FCLT_NM
변경이전업종명	CHG_BFR_TPBIZ_NM
변경이전업체명	CHG_BFR_BZENTY_NM
변경이후개체수	CHG_AFTR_INDV_CNT
변경이후기관명	CHG_AFTR_INST_NM
변경이후법인명	CHG_AFTR_CORP_NM
변경이후보유량	CHG_AFTR_HLD_QNT
변경이후시설명	CHG_AFTR_FCLT_NM
변경이후업체명	CHG_AFTR_BZENTY_NM
변경타임스탬프	CHG_TMST
변동업체할당량	FLCTN_BZENTY_QT
변동연도배출량	FLCTN_YR_EHQTY
변동인정배출량	FLCTN_RCG_EHQTY
병합타임스탬프	MERG_TMST
보고서사용여부	RPTP_USE_YN
보고서설명번호	RPTP_EXPLN_NO
보고서일련번호	RPTP_SN
보고서제출일자	RPTP_SBMSN_YMD
보고서표출여부	RPTP_EXPRS_YN
보고작성자번호	RPT_WRTR_NO
보관리수위용량	WEIR_MNG_WTLV_CPCT
보관측소영문명	WEIR_OBSVTR_ENG_NM
보상금지급일자	CPMNY_GIVE_YMD
보수적계산여부	CSVT_CAL_YN
보월류유량계수	WEIR_WORFLW_VLFL_CFC
보위치구분코드	WEIR_PSTN_SE_CD
보유측정기내용	HLD_MSINS_CN
보전지역구분명	PRSRV_RGN_SE_NM
보조이메일주소	ASST_EML_ADDR
보조일류부표고	ASST_OFLSCT_ALTD
보좌관업무내용	AIDE_TASK_CN
보좌관일련번호	AIDE_SN
보좌관전화번호	AIDE_TELNO
보증서발급여부	WTGR_ISSU_YN
보증서발급일자	WTGR_ISSU_YMD
보증인전화번호	GRNR_TELNO
보호자우편번호	PRTCR_ZIP
보호자전화번호	PRTCR_TELNO
부가가치세금액	VAT_AMT
부가가치세여부	VAT_YN
부관리자아이디	SUB_MNGR_ID
부녀자공제여부	WMAN_DDC_YN
부담당자부서명	SUB_PIC_DEPT_NM
부담당자아이디	SUB_PIC_ID
부당직자아이디	SUB_DTPR_ID
부동산소유자명	REST_OWNR_NM
부동산소재지명	REST_LCTN_NM
부모게시물번호	PRNT_PST_NO
부모범주아이디	PRNT_CTGRY_ID
부서누리집주소	DEPT_HMPG_ADDR
부서대표직위명	DEPT_RPRS_JBPS_NM
부서사용자번호	DEPT_USER_NO
부서장결재여부	DH_ATRZ_YN
부서장부서코드	DH_DEPT_CD
부서장승인일시	DH_APRV_DT
부서장승인일자	DH_APRV_YMD
부서장의견내용	DH_OPNN_CN
부서장전결여부	DH_DCARB_YN
부서장직위코드	DH_JBPS_CD
부서직원아이디	DEPT_EMP_ID
부서코드목록명	DEPT_CD_LIST_NM
부예보관아이디	SUB_FRCSTR_ID
부유물질방류량	SPNS_OTFL
부적합조치사항	ICPT_ACTN_MTTR
부처자원구분명	MAO_RSRC_SE_NM
부하율일련번호	ALFT_SN
분뇨처리시설명	HMN_PRCS_FCLT_NM
분단위수신여부	MI_UNIT_RCPTN_YN
분류국문수정명	CLSF_KRN_MDFCN_NM
분류단계국문명	CLSF_STP_KRN_NM
분류단계영문명	CLSF_STP_ENG_NM
분류체계국문명	TXNM_KRN_NM
분류체계영문명	TXNM_ENG_NM
분석기관아이디	ANLS_INST_ID
분석다양도지수	ANLS_DVRIDX
분석서상태코드	ANLSRPTP_STTS_CD
분석서일련번호	ANLSRPTP_SN
불합격조치내역	FAL_ACTN_DSCTN
브라우저버전명	BRWSR_VER_NM
브라우저서식명	BRWSR_TMPLT_NM
비고대상아이디	RMRK_TRGT_ID
비공개사용여부	PRVT_USE_YN
비공개요청사유	PRVT_DMND_RSN
비과세소득금액	TXFR_EARN_AMT
비과세한도금액	TXFR_LIM_AMT
비과세합계금액	TXFR_SUM_AMT
비관리사업장명	UCTL_BPLC_NM
비디오촬영일자	VDO_SHT_YMD
비밀글사용여부	SCRET_WRTT_USE_YN
비밀번호실패수	PSWD_FAIL_CNT
비밀번호정답명	PSWD_CRANS_NM
비밀번호힌트명	PSWD_HNT_NM
비상용수공급량	EMRG_USWTR_SPLY_QNT
비상용승강기수	EUSE_ELVTR_CNT
비예약일련번호	NRSVT_SN
비유동부채금액	NCLBL_AMT
비유동자산금액	NCAST_AMT
비정상개체비율	ABNML_INDV_RT
비추천노출여부	DCMD_EXPSR_YN
비추천사용여부	DCMD_USE_YN
비치기록물여부	FRNSH_RCDS_YN
비회원댓글여부	NMBR_CMNT_YN
비회원쓰기여부	NMBR_WRT_YN
비회원읽기여부	NMBR_READ_YN
사건재신청일자	INCDNT_RQAG_YMD
사고발생지역명	ACDNT_OCRN_RGN_NM
사고분류아이디	ACDNT_CLSF_ID
사고사례아이디	ACDNT_CASE_ID
사고설정아이디	ACDNT_STNG_ID
사고이력아이디	ACDNT_HSTRY_ID
사고지역상세명	ACDNT_RGN_DTL_NM
사료채취위치명	FEED_PCKNG_PSTN_NM
사무실구분내용	OFC_SE_CN
사무실상세주소	OFC_DADDR
사무실우편번호	OFC_ZIP
사무실전화번호	OFC_TELNO
사무실팩스번호	OFC_FXNO
사업분류아이디	BIZ_CLSF_ID
사업승인기관명	BIZ_APRV_INST_NM
사업시행장소명	BIZ_ENFC_PLC_NM
사업자관리번호	BZMN_MNG_NO
사업자등록번호	BRNO
사업자등록여부	BZMN_REG_YN
사업자등록일자	BZMN_REG_YMD
사업자상세주소	BZMN_DADDR
사업자우편번호	BZMN_ZIP
사업자전화번호	BZMN_TELNO
사업장관리번호	BPLC_MNG_NO
사업장담당자명	BPLC_PIC_NM
사업장대표자명	BPLC_RPRSV_NM
사업장등록번호	BPLC_REG_NO
사업장매출금액	BPLC_SLS_AMT
사업장목록내용	BPLC_LIST_CN
사업장부과계수	BPLC_LEVY_CFC
사업장상세내용	BPLC_DTL_CN
사업장상세주소	BPLC_DADDR
사업장소유여부	BPLC_PSN_YN
사업장소재지명	BPLC_LCTN_NM
사업장식별번호	BPLC_IDNTF_NO
사업장열사용량	BPLC_HEAT_USQTY
사업장영문주소	BPLC_ENG_ADDR
사업장우편번호	BPLC_ZIP
사업장운영여부	BPLC_OPER_YN
사업장이행연도	BPLC_IMPLT_YR
사업장일련번호	BPLC_SN
사업장적용일자	BPLC_APLCN_YMD
사업장전화번호	BPLC_TELNO
사업장팩스번호	BPLC_FXNO
사업추진단계명	BIZ_PRPL_STP_NM
사업키워드내용	BIZ_KYWD_CN
사업협력기관명	BIZ_CLBR_INST_NM
사용권동의여부	TROU_AGRE_YN
사용대상아이디	USE_TRGT_ID
사용본거지주소	USE_STRHLD_ADDR
사용사이트주소	USE_SITE_ADDR
사용자고유번호	USER_UNQ_NO
사용자관리번호	USER_MNG_NO
사용자구분코드	USER_SE_CD
사용자그룹코드	USER_GROUP_CD
사용자닉네임명	USER_NICK_NM
사용자등록일시	USER_REG_DT
사용자등록일자	USER_REG_YMD
사용자메모내용	USER_MEMO_CN
사용자사용여부	USER_USE_YN
사용자삭제일시	USER_DEL_DT
사용자상세주소	USER_DADDR
사용자상태코드	USER_STTS_CD
사용자생년월일	USER_BRDT
사용자수정여부	USER_MDFCN_YN
사용자식별번호	USER_IDNTF_NO
사용자알림여부	USER_NTI_YN
사용자우편번호	USER_ZIP
사용자일련번호	USER_SN
사용자입력여부	USER_INPT_YN
사용자자료내용	USER_DATA_CN
사용자전화번호	USER_TELNO
사용자정렬순서	USER_SORT_SEQ
사용자주택주소	USER_HS_ADDR
사용자키워드명	USER_KYWD_NM
사용자태그내용	USER_TAG_CN
사용자태그설명	USER_TAG_EXPLN
사용자팩스번호	USER_FXNO
사용자항목여부	USER_ARTCL_YN
사용자활동내용	USER_ACTV_CN
사유메시지내용	RSN_MSG_CN
사이트상세주소	SITE_DADDR
사이트상태설명	SITE_STTS_EXPLN
사이트소개내용	SITE_INTDC_CN
사이트우편번호	SITE_ZIP
사이트일련번호	SITE_SN
사이트전화번호	SITE_TELNO
사이트팩스번호	SITE_FXNO
사이트해제순서	SITE_RMV_SEQ
사진원본파일명	PHOTO_ORGNL_FILE_NM
사진처리시설수	PHOTO_PRCS_FCLT_CNT
사진파일아이디	PHOTO_FILE_ID
사회적기업여부	SCENT_YN
삭제고유아이디	DEL_UNQ_ID
삭제자부서코드	DLTR_DEPT_CD
삭제파일경로명	DEL_FILE_PATH_NM
산림지역변화량	FORST_RGN_CHQTY
산업분류국문명	INDST_CLSF_KRN_NM
산업분류영문명	INDST_CLSF_ENG_NM
산정기관메뉴명	CMPTTN_INST_MENU_NM
산정식포함여부	CCTFM_INCL_YN
산정신청배출량	CMPTTN_APLY_EHQTY
산출물고유번호	OTPTS_UNQ_NO
산출물관측일시	OTPTS_OBSRVN_DT
산출물관측일자	OTPTS_OBSRVN_YMD
산출물국문설명	OTPTS_KRN_EXPLN
산출물목록제목	OTPTS_LIST_TTL
산출물영문설명	OTPTS_ENG_EXPLN
상담원전화번호	CNSLR_TELNO
상대방서명자명	PTNR_SIGR_NM
상세매개변수명	DTL_PARM_NM
상세분석항목명	DTL_ANLS_ARTCL_NM
상세주소국문명	DADDR_KRN_NM
상속인상세주소	IHTR_DADDR
상속인우편번호	IHTR_ZIP
상속인전화번호	IHTR_TELNO
상쇄배출권번호	KCU_NO
상수도기본요금	WTSPL_BSC_CRG
상수도보급비율	WTSPL_SPLY_RT
